# t, Average Regret, Cumulative Regret
0.000000000000000000e+00|5.951445112751645450e-01|5.951445112751645450e-01
1.000000000000000000e+00|2.975722556375822725e-01|5.951445112751645450e-01
2.000000000000000000e+00|1.983815037583882557e-01|5.951445112751647670e-01
3.000000000000000000e+00|1.487861278187911918e-01|5.951445112751647670e-01
4.000000000000000000e+00|1.190289022550329590e-01|5.951445112751647670e-01
5.000000000000000000e+00|1.676289712953728250e-01|1.005773827772237006e+00
6.000000000000000000e+00|1.436819753960338619e-01|1.005773827772237006e+00
7.000000000000000000e+00|1.257217284715296257e-01|1.005773827772237006e+00
8.000000000000000000e+00|1.117526475302485500e-01|1.005773827772237006e+00
9.000000000000000000e+00|1.005773827772237922e-01|1.005773827772237894e+00
1.000000000000000000e+01|9.143398434293072141e-02|1.005773827772237894e+00
1.100000000000000000e+01|8.381448564768649578e-02|1.005773827772237894e+00
1.200000000000000000e+01|9.755102592746034418e-02|1.268163337056984474e+00
1.300000000000000000e+01|1.620116669326417402e-01|2.268163337056984474e+00
1.400000000000000000e+01|1.512108891371322927e-01|2.268163337056984474e+00
1.500000000000000000e+01|1.417602085660614186e-01|2.268163337056982698e+00
1.600000000000000000e+01|1.334213727680577943e-01|2.268163337056982698e+00
1.700000000000000000e+01|1.522082135854501694e-01|2.739747844538102939e+00
1.800000000000000000e+01|1.968288339230580553e-01|3.739747844538102939e+00
1.900000000000000000e+01|1.869873922269050526e-01|3.739747844538101162e+00
2.000000000000000000e+01|1.780832306922905395e-01|3.739747844538101162e+00
2.100000000000000000e+01|1.699885383880954948e-01|3.739747844538101162e+00
2.200000000000000000e+01|1.625977323712217981e-01|3.739747844538101162e+00
2.300000000000000000e+01|1.898808213516098853e-01|4.557139712438637247e+00
2.400000000000000000e+01|1.822855884975455032e-01|4.557139712438637247e+00
2.500000000000000000e+01|1.752746043245629604e-01|4.557139712438637247e+00
2.600000000000000000e+01|1.687829523125421172e-01|4.557139712438637247e+00
2.700000000000000000e+01|1.627549897299513382e-01|4.557139712438637247e+00
2.800000000000000000e+01|1.571427487047805938e-01|4.557139712438637247e+00
2.900000000000000000e+01|1.537388362250793616e-01|4.612165086752380461e+00
3.000000000000000000e+01|1.487795189274961349e-01|4.612165086752380461e+00
3.100000000000000000e+01|1.441301589610118894e-01|4.612165086752380461e+00
3.200000000000000000e+01|1.397625783864357707e-01|4.612165086752380461e+00
3.300000000000000000e+01|1.356519143162464858e-01|4.612165086752380461e+00
3.400000000000000000e+01|1.317761453357823020e-01|4.612165086752380461e+00
