# t, Average Regret, Cumulative Regret
0.000000000000000000e+00|2.889416106141673435e-02|2.889416106141673435e-02
1.000000000000000000e+00|1.444708053070842269e-02|2.889416106141684537e-02
2.000000000000000000e+00|9.631387020472281790e-03|2.889416106141684537e-02
3.000000000000000000e+00|7.223540265354211343e-03|2.889416106141684537e-02
4.000000000000000000e+00|5.778832212283369074e-03|2.889416106141684537e-02
5.000000000000000000e+00|1.096264999724117645e-01|6.577589998344706146e-01
6.000000000000000000e+00|9.396557140492436955e-02|6.577589998344706146e-01
7.000000000000000000e+00|8.221987497930882682e-02|6.577589998344706146e-01
8.000000000000000000e+00|7.308433331494118557e-02|6.577589998344706146e-01
9.000000000000000000e+00|1.120840457739202406e-01|1.120840457739202378e+00
1.000000000000000000e+01|1.018945870672002124e-01|1.120840457739202378e+00
1.100000000000000000e+01|9.340337147826686948e-02|1.120840457739202378e+00
1.200000000000000000e+01|8.621849674916941264e-02|1.120840457739202378e+00
1.300000000000000000e+01|1.514886041242287373e-01|2.120840457739202378e+00
1.400000000000000000e+01|1.600812348793828332e-01|2.401218523190742360e+00
1.500000000000000000e+01|1.500761576994212865e-01|2.401218523190740584e+00
1.600000000000000000e+01|1.412481484229847484e-01|2.401218523190740584e+00
1.700000000000000000e+01|1.334010290661522546e-01|2.401218523190740584e+00
1.800000000000000000e+01|1.692636056374042519e-01|3.216008507110680981e+00
1.900000000000000000e+01|1.608004253555339602e-01|3.216008507110679204e+00
2.000000000000000000e+01|1.531432622433656632e-01|3.216008507110679204e+00
2.100000000000000000e+01|1.461822048686672315e-01|3.216008507110679204e+00
2.200000000000000000e+01|1.398264568308990874e-01|3.216008507110679204e+00
2.300000000000000000e+01|1.673336877962783298e-01|4.016008507110679915e+00
2.400000000000000000e+01|1.842618858503919932e-01|4.606547146259799774e+00
2.500000000000000000e+01|1.771748902407615234e-01|4.606547146259799774e+00
2.600000000000000000e+01|1.706128572688814793e-01|4.606547146259799774e+00
2.700000000000000000e+01|1.645195409378499840e-01|4.606547146259799774e+00
2.800000000000000000e+01|1.588464533193034434e-01|4.606547146259799774e+00
2.900000000000000000e+01|1.535515715419933369e-01|4.606547146259799774e+00
3.000000000000000000e+01|1.485982950406387060e-01|4.606547146259799774e+00
3.100000000000000000e+01|1.439545983206187429e-01|4.606547146259799774e+00
3.200000000000000000e+01|1.395923377654484654e-01|4.606547146259799774e+00
3.300000000000000000e+01|1.354866807723470457e-01|4.606547146259799774e+00
3.400000000000000000e+01|1.316156327502799872e-01|4.606547146259799774e+00
3.500000000000000000e+01|1.541789905357203450e-01|5.550443659285932085e+00
3.600000000000000000e+01|1.500119907915116735e-01|5.550443659285932085e+00
3.700000000000000000e+01|1.460643068233140052e-01|5.550443659285932085e+00
3.800000000000000000e+01|1.423190681868187757e-01|5.550443659285932085e+00
3.900000000000000000e+01|1.387610914821482966e-01|5.550443659285932085e+00
4.000000000000000000e+01|1.353766746167300583e-01|5.550443659285932085e+00
4.100000000000000000e+01|1.321534204591888473e-01|5.550443659285932085e+00
4.200000000000000000e+01|1.290800850996728366e-01|5.550443659285932085e+00
4.300000000000000000e+01|1.261464468019529994e-01|5.550443659285932085e+00
4.400000000000000000e+01|1.356847303423668050e-01|6.105812865406505807e+00
4.500000000000000000e+01|1.544741927262283931e-01|7.105812865406505807e+00
4.600000000000000000e+01|1.682087843703511387e-01|7.905812865406502965e+00
4.700000000000000000e+01|1.756856592950799545e-01|8.432911646163837815e+00
4.800000000000000000e+01|1.721002376768130115e-01|8.432911646163837815e+00
4.900000000000000000e+01|1.686582329232767519e-01|8.432911646163837815e+00
5.000000000000000000e+01|1.653512087483105519e-01|8.432911646163837815e+00
5.100000000000000000e+01|1.621713778108430370e-01|8.432911646163837815e+00
5.200000000000000000e+01|1.779794650219592156e-01|9.432911646163837815e+00
5.300000000000000000e+01|1.746835490030340388e-01|9.432911646163837815e+00
5.400000000000000000e+01|1.769911087040589581e-01|9.734510978723243113e+00
5.500000000000000000e+01|1.738305531914863533e-01|9.734510978723236008e+00
5.600000000000000000e+01|1.707808943635655552e-01|9.734510978723236008e+00
5.700000000000000000e+01|1.678363961848833852e-01|9.734510978723236008e+00
5.800000000000000000e+01|1.649917115037836668e-01|9.734510978723236008e+00
5.900000000000000000e+01|1.622418496453872649e-01|9.734510978723236008e+00
6.000000000000000000e+01|1.595821471921841928e-01|9.734510978723236008e+00
6.100000000000000000e+01|1.570082415923102492e-01|9.734510978723236008e+00
6.200000000000000000e+01|1.545160472813212060e-01|9.734510978723236008e+00
6.300000000000000000e+01|1.521017340425505626e-01|9.734510978723236008e+00
6.400000000000000000e+01|1.497617073649728514e-01|9.734510978723236008e+00
6.500000000000000000e+01|1.474925905867157105e-01|9.734510978723236008e+00
6.600000000000000000e+01|1.602165817719886087e-01|1.073451097872323601e+01
6.700000000000000000e+01|1.578604555694593514e-01|1.073451097872323601e+01
6.800000000000000000e+01|1.584624606785708378e-01|1.093390978682138837e+01
6.900000000000000000e+01|1.561987112403055433e-01|1.093390978682138837e+01
7.000000000000000000e+01|1.539987293918505529e-01|1.093390978682138837e+01
7.100000000000000000e+01|1.518598581502971501e-01|1.093390978682139547e+01
7.200000000000000000e+01|1.497795861208410240e-01|1.093390978682139547e+01
7.300000000000000000e+01|1.477555376597485814e-01|1.093390978682139547e+01
7.400000000000000000e+01|1.457854638242853662e-01|1.093390978682140258e+01
7.500000000000000000e+01|1.438672340371237313e-01|1.093390978682140258e+01
7.600000000000000000e+01|1.419988284002779433e-01|1.093390978682140258e+01
7.700000000000000000e+01|1.401783306002744034e-01|1.093390978682140258e+01
7.800000000000000000e+01|1.384039213521696399e-01|1.093390978682140258e+01
7.900000000000000000e+01|1.366738723352675378e-01|1.093390978682140258e+01
8.000000000000000000e+01|1.349865405780420191e-01|1.093390978682140258e+01
8.100000000000000000e+01|1.333403632539195416e-01|1.093390978682140258e+01
8.200000000000000000e+01|1.409903827969299639e-01|1.170220177214518742e+01
8.300000000000000000e+01|1.393119258588712828e-01|1.170220177214518742e+01
8.400000000000000000e+01|1.376729620252374886e-01|1.170220177214518742e+01
8.500000000000000000e+01|1.360721136295952038e-01|1.170220177214518742e+01
8.600000000000000000e+01|1.345080663464963966e-01|1.170220177214518742e+01
8.700000000000000000e+01|1.329795655925587738e-01|1.170220177214517321e+01
8.800000000000000000e+01|1.314854131701704842e-01|1.170220177214517321e+01
8.900000000000000000e+01|1.300244641349463659e-01|1.170220177214517321e+01
9.000000000000000000e+01|1.285956238697271714e-01|1.170220177214517321e+01
9.100000000000000000e+01|1.380674105667953622e-01|1.270220177214517321e+01
9.200000000000000000e+01|1.365828147542491877e-01|1.270220177214517321e+01
9.300000000000000000e+01|1.374135948206284541e-01|1.291687791313907496e+01
